method,model,n_features,fit_seconds,train_acc,val_acc,test_acc,val_f1_macro,test_f1_macro
random_forest,random_forest,100,0.6503012180328369,0.9895366218236173,0.5964912280701754,0.5454545454545454,0.2397596048746856,0.15333199402348338
random_forest,rbf_svm,100,0.08501696586608887,0.9992526158445441,0.5894736842105263,0.5757575757575758,0.3191703103038207,0.2524704991178344
random_forest,knn_k7,100,0.0009992122650146484,0.9992526158445441,0.5824561403508772,0.5218855218855218,0.27296198244606606,0.1711174395578294
random_forest,linear_svm,100,0.16271734237670898,0.6756352765321375,0.5543859649122806,0.5252525252525253,0.24731679744492677,0.22741594003016574
random_forest,logreg,100,1.5381982326507568,0.70254110612855,0.5368421052631579,0.5117845117845118,0.22089828468465114,0.23541292404262606
random_forest,gaussian_nb,100,0.0030007362365722656,0.5747384155455905,0.5263157894736842,0.5084175084175084,0.26020368756941653,0.27626011428916303
random_forest,dummy_most_frequent,100,0.0,0.3938714499252616,0.4070175438596491,0.4074074074074074,0.04821280133000832,0.048245614035087724
