method,model,n_features,fit_seconds,train_acc,val_acc,test_acc,val_f1_macro,test_f1_macro
fstat,random_forest,100,0.6088066101074219,0.9895366218236173,0.5508771929824562,0.5050505050505051,0.22754330043264467,0.145755866514681
fstat,rbf_svm,100,0.09938526153564453,0.9745889387144993,0.5508771929824562,0.48148148148148145,0.2655217846869576,0.2137616863423315
fstat,knn_k7,100,0.0010068416595458984,0.9992526158445441,0.5508771929824562,0.45454545454545453,0.2659437181176311,0.148023132993916
fstat,linear_svm,100,0.20983052253723145,0.5829596412556054,0.4982456140350877,0.4377104377104377,0.1579243402038315,0.15287258344261603
fstat,logreg,100,2.0250661373138428,0.593423019431988,0.4982456140350877,0.4276094276094276,0.1877423783863946,0.16518641662732517
fstat,gaussian_nb,100,0.0009851455688476562,0.4491778774289985,0.45614035087719296,0.4175084175084175,0.225785876048659,0.2149107791264654
fstat,dummy_most_frequent,100,0.0,0.3938714499252616,0.4070175438596491,0.4074074074074074,0.04821280133000832,0.048245614035087724
